,pred,label
0,0.03541054204106331,0
1,0.6031171679496765,1
2,0.7051741480827332,0
3,0.3815188407897949,0
4,0.08359824120998383,0
5,0.5598132610321045,0
6,0.15466539561748505,0
7,0.4990551471710205,1
8,0.7289448380470276,0
9,0.057065341621637344,0
10,0.1182774156332016,0
11,0.037356942892074585,0
12,0.05173526704311371,0
13,0.11022868007421494,0
14,0.002911833580583334,0
15,0.728002667427063,0
16,0.1938280165195465,0
17,0.18618269264698029,0
18,0.11664953082799911,0
19,0.01740637607872486,0
20,0.0314611941576004,0
21,0.07070448249578476,0
22,0.470697820186615,0
23,0.8079731464385986,1
24,0.6587796211242676,0
25,0.16590213775634766,0
26,0.005291641689836979,0
27,0.061328500509262085,0
28,0.16778752207756042,0
29,0.018557989969849586,0
30,0.23974144458770752,1
31,0.013276562094688416,0
32,0.010741246864199638,0
33,0.118785060942173,0
34,0.4315926134586334,1
35,0.05354466661810875,0
36,0.18165434896945953,0
37,0.005191251635551453,0
38,0.09439203888177872,1
39,0.027866769582033157,0
40,0.04856104031205177,0
41,0.09406545013189316,0
42,0.03997519239783287,0
43,0.1706114560365677,0
44,0.07377342134714127,0
45,0.5425103902816772,0
46,0.07540179044008255,0
47,0.02060634270310402,0
48,0.15351805090904236,0
49,0.04986919090151787,0
50,0.5132229328155518,1
51,0.5618828535079956,0
52,0.4048299491405487,0
53,0.12398789077997208,0
54,0.10562194883823395,0
55,0.09104897081851959,0
56,0.24148067831993103,0
57,0.039189890027046204,0
58,0.09143414348363876,0
59,0.0003068383957725018,0
60,0.7284426093101501,1
61,0.0026774615980684757,0
62,0.22179323434829712,1
63,0.2140253335237503,0
64,0.3326820731163025,1
65,0.7782575488090515,1
66,0.007005908526480198,0
67,0.02843961864709854,0
68,0.034654371440410614,0
69,0.0238421019166708,0
70,0.011689306236803532,0
71,0.16978572309017181,1
72,0.14031527936458588,0
73,0.420083224773407,1
74,0.0035129787866026163,0
75,0.3381960391998291,1
76,0.003067274112254381,0
77,5.6327986385440454e-05,0
78,0.020507412031292915,0
79,0.008209162391722202,0
80,0.09680619835853577,0
81,0.0014810791471973062,0
82,0.004754859488457441,0
83,0.08524385094642639,0
84,0.025835735723376274,0
85,0.013555197976529598,0
86,0.030577795580029488,0
87,0.051414329558610916,0
88,0.0028248485177755356,0
89,0.035225238651037216,0
90,0.0077019380405545235,0
91,0.012089354917407036,0
92,0.037593379616737366,0
93,0.0676107332110405,0
94,0.12974289059638977,0
95,0.017661545425653458,0
96,0.1418827921152115,0
97,0.20694582164287567,0
98,0.7889536619186401,1
99,0.0018757088109850883,0
100,0.00014281521725934,0
101,0.1538538634777069,0
102,0.5529997944831848,0
103,0.132206991314888,0
104,0.1531229466199875,0
105,0.6610335111618042,1
106,0.0680808424949646,0
107,0.004190026316791773,0
108,0.5863495469093323,0
109,0.177613765001297,0
110,0.001323578180745244,0
111,0.07338560372591019,0
112,0.001653391751460731,0
113,0.09860704094171524,0
114,0.06966742873191833,0
115,0.6321414709091187,0
116,0.01113731600344181,0
117,0.7160911560058594,0
118,0.04453514143824577,0
119,0.0004891493008472025,0
120,0.0006220670766197145,0
121,0.00033285265089944005,0
122,0.0460599921643734,0
123,0.25395023822784424,0
124,0.17260511219501495,0
125,0.01494778785854578,0
126,0.03759129345417023,0
127,0.7793711423873901,1
128,0.6654728055000305,0
129,0.07287939637899399,0
130,0.001981539884582162,0
131,0.5286803245544434,0
132,0.09538943320512772,0
133,0.0525348000228405,0
134,0.03044229932129383,0
135,0.5926016569137573,1
136,0.8696442246437073,1
137,0.4820358157157898,1
138,0.289283812046051,0
139,0.019104838371276855,0
140,0.0008206437923945487,0
141,0.010928262956440449,0
142,0.1251727044582367,0
143,0.2508769631385803,1
144,0.31594377756118774,0
145,0.35962629318237305,0
146,0.004906204529106617,0
147,0.002499890048056841,0
148,0.3005862534046173,1
149,0.00024965323973447084,0
150,0.0006010474753566086,0
151,0.009935358539223671,0
152,0.02161474898457527,0
153,0.807014524936676,0
154,0.29418063163757324,0
155,0.36415839195251465,0
156,0.48022305965423584,1
157,0.26858389377593994,0
158,0.10969441384077072,0
159,0.4235854148864746,0
160,0.1880662441253662,0
161,0.36792099475860596,0
162,0.007208569440990686,0
163,0.1586674004793167,0
164,0.02166474424302578,0
165,0.22274374961853027,0
166,0.5909476280212402,1
167,0.8809898495674133,0
168,0.26653575897216797,0
169,0.04303368926048279,0
170,0.03544052317738533,0
171,0.09439180791378021,0
172,0.4679601192474365,0
173,0.31834569573402405,0
174,0.03560253977775574,0
175,0.16984902322292328,0
176,0.03231832757592201,0
177,0.0826745554804802,0
178,0.16415756940841675,0
179,0.8215959668159485,0
180,0.16107052564620972,0
181,0.3994477689266205,0
182,0.004359019920229912,0
183,0.1050061509013176,0
184,0.062208373099565506,0
185,0.1887611448764801,0
186,0.04535685479640961,0
187,0.07337374240159988,0
188,0.09559690207242966,0
189,0.0022498618345707655,0
190,0.158957839012146,0
191,0.3651539087295532,0
192,0.019905012100934982,0
193,0.48518019914627075,0
194,0.5308875441551208,0
195,0.5776699185371399,0
196,0.08604970574378967,0
197,0.5938291549682617,0
198,0.5169559121131897,0
199,0.3056381046772003,0
